code,name,listingDate,shares,listingBoard
NISP,Bank OCBC NISP Tbk.,1994-10-20T00:00:00,22715776032.0,Utama
NOBU,Bank Nationalnobu Tbk.,2013-05-20T00:00:00,7403659460.0,Pengembangan
OCAP,Onix Capital Tbk.,2003-10-10T00:00:00,273200000.0,Pemantauan Khusus
PADI,Minna Padi Investama Sekuritas,2012-01-09T00:00:00,11307246524.0,Pemantauan Khusus
PALM,Provident Investasi Bersama Tb,2012-10-08T00:00:00,15773797158.0,Pengembangan
PANS,Panin Sekuritas Tbk.,2000-05-31T00:00:00,720000000.0,Utama
PEGE,Panca Global Kapital Tbk.,2005-06-24T00:00:00,2833417056.0,Pengembangan
PLAS,Polaris Investama Tbk,2001-03-16T00:00:00,1184200000.0,Pemantauan Khusus
PNBN,Bank Pan Indonesia Tbk,1982-12-29T00:00:00,23837645998.0,Utama
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15T00:00:00,38425504906.0,Pengembangan
PNIN,Paninvest Tbk.,1983-09-20T00:00:00,4068323920.0,Utama
PNLF,Panin Financial Tbk.,1983-06-14T00:00:00,32022073293.0,Utama
POLA,Pool Advista Finance Tbk.,2018-11-16T00:00:00,3351075600.0,Pemantauan Khusus
POOL,Pool Advista Indonesia Tbk.,1991-05-20T00:00:00,2341366264.0,Pemantauan Khusus
RELI,Reliance Sekuritas Indonesia T,2005-07-13T00:00:00,1800000000.0,Pengembangan
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15T00:00:00,14545267990.0,Utama
SFAN,Surya Fajar Capital Tbk.,2019-06-19T00:00:00,1359934021.0,Pengembangan
SMMA,Sinarmas Multiartha Tbk.,1995-07-05T00:00:00,6367664717.0,Utama
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26T00:00:00,13564835000.0,Utama
STAR,Buana Artha Anugerah Tbk.,2011-07-13T00:00:00,4800000602.0,Pengembangan
TIFA,KDB Tifa Finance Tbk.,2011-07-08T00:00:00,3552213000.0,Pemantauan Khusus
TRIM,Trimegah Sekuritas Indonesia T,2000-01-31T00:00:00,7109300000.0,Utama
TRUS,Trust Finance Indonesia Tbk,2002-11-28T00:00:00,800000000.0,Pengembangan
TUGU,Asuransi Tugu Pratama Indonesi,2018-05-28T00:00:00,3555575600.0,Utama
VICO,Victoria Investama Tbk.,2013-07-08T00:00:00,15217075658.0,Pengembangan
VINS,Victoria Insurance Tbk.,2015-09-28T00:00:00,1460573616.0,Pengembangan
VRNA,Mizuho Leasing Indonesia Tbk.,2008-06-25T00:00:00,5687353997.0,Pengembangan
VTNY,Venteny Fortuna International ,2022-12-15T00:00:00,6265193445.0,Utama
WOMF,Wahana Ottomitra Multiartha Tb,2004-12-13T00:00:00,3481481480.0,Pengembangan
YULE,Yulie Sekuritas Indonesia Tbk.,2004-12-10T00:00:00,1785000000.0,Pengembangan
