code,name,listingDate,shares,listingBoard
PPRE,PP Presisi Tbk.,2017-11-24T00:00:00,10224271000.0,Pengembangan
PTDU,Djasa Ubersakti Tbk.,2020-12-08T00:00:00,1500000000.0,Pemantauan Khusus
PTPP,PP (Persero) Tbk.,2010-02-09T00:00:00,6199897354.0,Utama
PTPW,Pratama Widya Tbk.,2020-02-07T00:00:00,878187500.0,Pengembangan
RONY,Aesler Grup Internasional Tbk.,2020-04-09T00:00:00,1250000000.0,Pengembangan
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09T00:00:00,1253000000.0,Akselerasi
SSIA,Surya Semesta Internusa Tbk.,1997-03-27T00:00:00,4705249440.0,Utama
SUPR,Solusi Tunas Pratama Tbk.,2011-10-11T00:00:00,1137579698.0,Pemantauan Khusus
TAMA,Lancartama Sejati Tbk.,2020-02-10T00:00:00,1200000696.0,Pemantauan Khusus
TBIG,Tower Bersama Infrastructure T,2010-10-26T00:00:00,22656999445.0,Utama
TGRA,Terregra Asia Energy Tbk.,2017-05-16T00:00:00,2750000000.0,Pemantauan Khusus
TLKM,Telkom Indonesia (Persero) Tbk,1995-11-14T00:00:00,99062216600.0,Utama
TOPS,Totalindo Eka Persada Tbk.,2017-06-16T00:00:00,33330000000.0,Pemantauan Khusus
TOTL,Total Bangun Persada Tbk.,2006-07-25T00:00:00,3410000000.0,Utama
TOWR,Sarana Menara Nusantara Tbk.,2010-03-08T00:00:00,51014625000.0,Utama
WEGE,Wijaya Karya Bangunan Gedung T,2017-11-30T00:00:00,9572000000.0,Utama
WIKA,Wijaya Karya (Persero) Tbk.,2007-10-29T00:00:00,39873063858.0,Pengembangan
WSKT,Waskita Karya (Persero) Tbk.,2012-12-19T00:00:00,28806807016.0,Pemantauan Khusus
