code,name,listingDate,shares,listingBoard
CINT,Chitose Internasional Tbk.,2014-06-27T00:00:00,1000000000.0,Pengembangan
CLAY,Citra Putra Realty Tbk.,2019-01-18T00:00:00,2570000000.0,Pemantauan Khusus
CNMA,Nusantara Sejahtera Raya Tbk.,2023-08-02T00:00:00,83345000000.0,Utama
CNTX,Century Textile Industry Tbk.,1979-05-22T00:00:00,70000000.0,Pemantauan Khusus
CSAP,Catur Sentosa Adiprana Tbk.,2007-12-12T00:00:00,5683175151.0,Pengembangan
CSMI,Cipta Selera Murni Tbk.,2020-04-09T00:00:00,816061500.0,Pemantauan Khusus
DEPO,Caturkarda Depo Bangunan Tbk.,2021-11-25T00:00:00,6790000000.0,Pengembangan
DFAM,Dafam Property Indonesia Tbk.,2018-04-27T00:00:00,1899852850.0,Pengembangan
DIGI,Arkadia Digital Media Tbk.,2018-09-18T00:00:00,1625000000.0,Pemantauan Khusus
DOOH,Era Media Sejahtera Tbk.,2023-05-08T00:00:00,7737559800.0,Pengembangan
DRMA,Dharma Polimetal Tbk.,2021-12-20T00:00:00,4705882300.0,Utama
DUCK,Jaya Bersama Indo Tbk.,2018-10-10T00:00:00,1283330000.0,Pemantauan Khusus
EAST,Eastparc Hotel Tbk.,2019-07-09T00:00:00,4126405336.0,Pengembangan
ECII,Electronic City Indonesia Tbk.,2013-07-03T00:00:00,1334333000.0,Pengembangan
ENAK,Champ Resto Indonesia Tbk.,2022-02-08T00:00:00,2166666800.0,Pengembangan
ERAA,Erajaya Swasembada Tbk.,2011-12-14T00:00:00,15950000000.0,Utama
ERAL,Sinar Eka Selaras Tbk.,2023-08-08T00:00:00,5187500000.0,Utama
ERTX,Eratex Djaja Tbk.,1990-08-21T00:00:00,1286539792.0,Pengembangan
ESTA,Esta Multi Usaha Tbk.,2020-03-09T00:00:00,2425354179.0,Pengembangan
ESTI,Ever Shine Tex Tbk.,1992-10-13T00:00:00,2015208720.0,Pemantauan Khusus
FAST,Fast Food Indonesia Tbk.,1993-05-11T00:00:00,3990277158.0,Pengembangan
FILM,MD Pictures Tbk.,2018-08-07T00:00:00,9511217000.0,Utama
FITT,Hotel Fitra International Tbk.,2019-06-11T00:00:00,1304272051.0,Pengembangan
FORU,Fortune Indonesia Tbk,2002-01-17T00:00:00,465224000.0,Pengembangan
FUTR,Lini Imaji Kreasi Ekosistem Tb,2023-02-27T00:00:00,6390020473.0,Pemantauan Khusus
GDYR,Goodyear Indonesia Tbk.,1980-12-22T00:00:00,410000000.0,Pengembangan
GEMA,Gema Grahasarana Tbk.,2002-08-12T00:00:00,1600000000.0,Pengembangan
GJTL,Gajah Tunggal Tbk.,1990-05-08T00:00:00,3484800000.0,Utama
GLOB,Globe Kita Terang Tbk.,2012-07-10T00:00:00,1111112000.0,Pemantauan Khusus
GOLF,Intra Golflink Resorts Tbk.,2024-07-08T00:00:00,19486760000.0,Utama
GRPH,Griptha Putra Persada Tbk.,2024-01-17T00:00:00,1000000000.0,Pengembangan
GWSA,Greenwood Sejahtera Tbk.,2011-12-23T00:00:00,7800760000.0,Utama
HAJJ,Arsy Buana Travelindo Tbk.,2023-04-05T00:00:00,2290522411.0,Akselerasi
HDTX,Panasia Indo Resources Tbk.,1990-06-06T00:00:00,3601462800.0,Pemantauan Khusus
HOME,Hotel Mandarine Regency Tbk.,2008-07-17T00:00:00,22212194782.0,Pemantauan Khusus
HOTL,Saraswati Griya Lestari Tbk.,2013-01-10T00:00:00,3550001452.0,Pemantauan Khusus
HRME,Menteng Heritage Realty Tbk.,2019-04-12T00:00:00,5958750000.0,Pemantauan Khusus
HRTA,Hartadinata Abadi Tbk.,2017-06-21T00:00:00,4605262400.0,Utama
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09T00:00:00,1062437500.0,Akselerasi
IIKP,Inti Agri Resources Tbk,2002-10-14T00:00:00,33600000000.0,Pemantauan Khusus
IMAS,Indomobil Sukses Internasional,1993-11-15T00:00:00,3994291039.0,Utama
INDR,Indo-Rama Synthetics Tbk.,1990-08-03T00:00:00,654351707.0,Pengembangan
INDS,Indospring Tbk.,1990-08-10T00:00:00,6562497100.0,Pengembangan
INOV,Inocycle Technology Group Tbk.,2019-07-10T00:00:00,1808221900.0,Pengembangan
IPTV,MNC Vision Networks Tbk.,2019-07-08T00:00:00,42197950841.0,Pemantauan Khusus
ISAP,Isra Presisi Indonesia Tbk.,2022-12-09T00:00:00,4020076483.0,Akselerasi
JGLE,Graha Andrasentra Propertindo ,2016-06-29T00:00:00,22581909405.0,Pemantauan Khusus
JIHD,Jakarta International Hotels &,1984-02-29T00:00:00,2329040482.0,Pengembangan
JSPT,Jakarta Setiabudi Internasiona,1998-01-12T00:00:00,2318736000.0,Pengembangan
KDTN,Puri Sentul Permai Tbk.,2022-11-09T00:00:00,1250019457.0,Pengembangan
KICI,Kedaung Indah Can Tbk,1993-10-28T00:00:00,276000000.0,Pengembangan
KLIN,Klinko Karya Imaji Tbk.,2022-08-09T00:00:00,1307530330.0,Akselerasi
KOTA,DMS Propertindo Tbk.,2019-07-09T00:00:00,10546185701.0,Pemantauan Khusus
KPIG,MNC Land Tbk.,2000-03-30T00:00:00,97557129263.0,Pengembangan
LFLO,Imago Mulia Persada Tbk.,2021-04-07T00:00:00,1307734937.0,Akselerasi
LIVE,Homeco Victoria Makmur Tbk.,2024-02-12T00:00:00,4593005014.0,Pengembangan
LMAX,Lupromax Pelumas Indonesia Tbk,2023-08-09T00:00:00,650007578.0,Akselerasi
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17T00:00:00,1008517669.0,Pemantauan Khusus
LPIN,Multi Prima Sejahtera Tbk,1990-02-05T00:00:00,425000000.0,Pengembangan
LPPF,Matahari Department Store Tbk.,1989-10-09T00:00:00,2259292880.0,Utama
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05T00:00:00,1514773893.0,Akselerasi
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22T00:00:00,15365229912.0,Pemantauan Khusus
MAMI,Mas Murni Indonesia Tbk,1994-02-09T00:00:00,12299317590.0,Pemantauan Khusus
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05T00:00:00,28504000000.0,Utama
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21T00:00:00,2387922900.0,Pengembangan
MAPI,Mitra Adiperkasa Tbk.,2004-11-10T00:00:00,16600000000.0,Utama
MARI,Mahaka Radio Integra Tbk.,2016-02-11T00:00:00,5252644000.0,Pengembangan
MASA,Multistrada Arah Sarana Tbk.,2005-06-09T00:00:00,9182946945.0,Pemantauan Khusus
MDIA,Intermedia Capital Tbk.,2014-04-11T00:00:00,39215538400.0,Pemantauan Khusus
MEJA,Harta Djaya Karya Tbk.,2024-02-12T00:00:00,1917500000.0,Akselerasi
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08T00:00:00,1904883411.0,Akselerasi
MGNA,Magna Investama Mandiri Tbk.,2014-07-08T00:00:00,3410475462.0,Pemantauan Khusus
MICE,Multi Indocitra Tbk.,2005-12-21T00:00:00,600000000.0,Pengembangan
MINA,Sanurhasta Mitra Tbk.,2017-04-28T00:00:00,6562500000.0,Pemantauan Khusus
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26T00:00:00,5500000000.0,Pemantauan Khusus
MNCN,Media Nusantara Citra Tbk.,2007-06-22T00:00:00,15049787710.0,Utama
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29T00:00:00,4462963276.0,Utama
MSIN,MNC Digital Entertainment Tbk.,2018-06-08T00:00:00,12135235641.0,Utama
MSKY,MNC Sky Vision Tbk.,2012-07-09T00:00:00,1994370480.0,Pengembangan
MYTX,Asia Pacific Investama Tbk.,1989-10-10T00:00:00,7747281949.0,Pemantauan Khusus
NATO,Surya Permata Andalan Tbk.,2019-01-18T00:00:00,8001111504.0,Pengembangan
NETV,Net Visi Media Tbk.,2022-01-26T00:00:00,23453177240.0,Pemantauan Khusus
NIPS,Nipress Tbk.,1991-07-24T00:00:00,1635333332.0,Pemantauan Khusus
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12T00:00:00,7700000148.0,Pemantauan Khusus
OLIV,Oscar Mitra Sukses Sejahtera T,2022-05-17T00:00:00,1900073314.0,Akselerasi
PANR,Panorama Sentrawisata Tbk.,2001-09-18T00:00:00,1387500000.0,Utama
PART,Cipta Perdana Lancar Tbk.,2024-07-05T00:00:00,2720000000.0,Pengembangan
PBRX,Pan Brothers Tbk.,1990-08-16T00:00:00,21482028246.0,Pemantauan Khusus
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08T00:00:00,715000000.0,Pengembangan
PGLI,Pembangunan Graha Lestari Inda,2000-04-05T00:00:00,488000000.0,Pengembangan
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02T00:00:00,1599999996.0,Pengembangan
PLAN,Planet Properindo Jaya Tbk.,2020-09-15T00:00:00,896709596.0,Akselerasi
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18T00:00:00,13755600000.0,Pengembangan
PNSE,Pudjiadi & Sons Tbk.,1990-05-01T00:00:00,797813496.0,Pemantauan Khusus
POLU,Golden Flower Tbk.,2019-06-26T00:00:00,750000000.0,Pengembangan
POLY,Asia Pacific Fibers Tbk,1991-03-12T00:00:00,2495753334.0,Pemantauan Khusus
PRAS,Prima Alloy Steel Universal Tb,1990-07-12T00:00:00,701043478.0,Pemantauan Khusus
PSKT,Red Planet Indonesia Tbk.,1995-09-19T00:00:00,10351231636.0,Pemantauan Khusus
PTSP,Pioneerindo Gourmet Internatio,1994-05-30T00:00:00,220808000.0,Pengembangan
PZZA,Sarimelati Kencana Tbk.,2018-05-23T00:00:00,3021875000.0,Pengembangan
RAAM,Tripar Multivision Plus Tbk.,2023-05-08T00:00:00,6194200000.0,Utama
RAFI,Sari Kreasi Boga Tbk.,2022-08-05T00:00:00,3128140475.0,Pemantauan Khusus
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24T00:00:00,7096000000.0,Utama
RICY,Ricky Putra Globalindo Tbk,1998-01-22T00:00:00,641717510.0,Pengembangan
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08T00:00:00,4752982378.0,Pemantauan Khusus
SCMA,Surya Citra Media Tbk.,2002-07-16T00:00:00,73970569505.0,Utama
SCNP,Selaras Citra Nusantara Perkas,2020-09-07T00:00:00,2500000000.0,Pengembangan
SHID,Hotel Sahid Jaya International,1990-05-08T00:00:00,1119326168.0,Pengembangan
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07T00:00:00,2463335781.0,Pengembangan
SMSM,Selamat Sempurna Tbk.,1996-09-09T00:00:00,5758675440.0,Utama
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29T00:00:00,450000000.0,Pengembangan
SOFA,Boston Furniture Industries Tb,2020-07-07T00:00:00,1653574499.0,Akselerasi
SONA,Sona Topas Tourism Industry Tb,1992-07-21T00:00:00,662400000.0,Pengembangan
SOTS,Satria Mega Kencana Tbk.,2018-12-10T00:00:00,1000003979.0,Pengembangan
SPRE,Soraya Berjaya Indonesia Tbk.,2024-07-03T00:00:00,800000000.0,Akselerasi
SRIL,Sri Rejeki Isman Tbk.,2013-06-17T00:00:00,20452176844.0,Pemantauan Khusus
SSTM,Sunson Textile Manufacture Tbk,1997-08-20T00:00:00,1170909181.0,Pemantauan Khusus
SWID,Saraswanti Indoland Developmen,2022-07-07T00:00:00,5385019201.0,Pengembangan
TELE,Omni Inovasi Indonesia Tbk.,2012-01-12T00:00:00,7310929389.0,Pemantauan Khusus
TFCO,Tifico Fiber Indonesia Tbk.,1980-02-26T00:00:00,4823076400.0,Pemantauan Khusus
TMPO,Tempo Intimedia Tbk.,2001-01-08T00:00:00,1058333250.0,Pengembangan
TOOL,Rohartindo Nusantara Luas Tbk.,2022-08-09T00:00:00,2050016822.0,Pengembangan
TOYS,Sunindo Adipersada Tbk.,2020-08-06T00:00:00,1435000712.0,Pemantauan Khusus
TRIO,Trikomsel Oke Tbk.,2009-04-14T00:00:00,26007494645.0,Pemantauan Khusus
TRIS,Trisula International Tbk.,2012-06-28T00:00:00,3141443831.0,Pengembangan
TYRE,King Tire Indonesia Tbk.,2023-05-08T00:00:00,3478041449.0,Pengembangan
UFOE,Damai Sejahtera Abadi Tbk.,2021-02-01T00:00:00,2287500000.0,Pengembangan
UNIT,Nusantara Inti Corpora Tbk,2002-04-18T00:00:00,75422200.0,Pemantauan Khusus
UNTD,Terang Dunia Internusa Tbk.,2024-02-07T00:00:00,6666666700.0,Pengembangan
VIVA,Visi Media Asia Tbk.,2011-11-21T00:00:00,16464270400.0,Pemantauan Khusus
VKTR,VKTR Teknologi Mobilitas Tbk.,2023-06-19T00:00:00,43750000000.0,Pengembangan
WOOD,Integra Indocabinet Tbk.,2017-06-21T00:00:00,6437500000.0,Utama
YELO,Yelooo Integra Datanet Tbk.,2018-10-29T00:00:00,1912774405.0,Pemantauan Khusus
ZATA,Bersama Zatta Jaya Tbk.,2022-11-10T00:00:00,8496000000.0,Pemantauan Khusus
ZONE,Mega Perintis Tbk.,2018-12-12T00:00:00,870171478.0,Pengembangan
