code,name,listingDate,shares,listingBoard
KINO,Kino Indonesia Tbk.,2015-12-11T00:00:00,1428571500.0,Pengembangan
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07T00:00:00,800000000.0,Pengembangan
KPAS,Cottonindo Ariesta Tbk.,2018-10-05T00:00:00,768043253.0,Pemantauan Khusus
LAPD,Leyand International Tbk.,2001-07-17T00:00:00,3966350139.0,Pemantauan Khusus
LSIP,PP London Sumatra Indonesia Tb,1996-07-05T00:00:00,6822863965.0,Utama
MAGP,Multi Agro Gemilang Plantation,2013-01-16T00:00:00,9000000004.0,Pemantauan Khusus
MAIN,Malindo Feedmill Tbk.,2006-02-10T00:00:00,2238750000.0,Utama
MAXI,Maxindo Karya Anugerah Tbk.,2023-06-12T00:00:00,9610058981.0,Pengembangan
MBTO,Martina Berto Tbk.,2011-01-13T00:00:00,1070000000.0,Pengembangan
MGRO,Mahkota Group Tbk.,2018-07-12T00:00:00,3554445700.0,Pengembangan
MIDI,Midi Utama Indonesia Tbk.,2010-11-30T00:00:00,33435294800.0,Utama
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08T00:00:00,12000125803.0,Utama
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15T00:00:00,2107000000.0,Utama
MLPL,Multipolar Tbk.,1989-11-06T00:00:00,15682323987.0,Utama
MPPA,Matahari Putra Prima Tbk.,1992-12-21T00:00:00,12966640084.0,Utama
MRAT,Mustika Ratu Tbk.,1995-07-27T00:00:00,428000000.0,Pengembangan
MSJA,Multi Spunindo Jaya Tbk.,2024-01-10T00:00:00,5882352900.0,Utama
MYOR,Mayora Indah Tbk.,1990-07-04T00:00:00,22358699725.0,Utama
NANO,Nanotech Indonesia Global Tbk.,2022-03-10T00:00:00,4285217466.0,Akselerasi
NASI,Wahana Inti Makmur Tbk.,2021-12-13T00:00:00,807400000.0,Pengembangan
NAYZ,Hassana Boga Sejahtera Tbk.,2023-02-06T00:00:00,2550011472.0,Akselerasi
NSSS,Nusantara Sawit Sejahtera Tbk.,2023-03-10T00:00:00,23801332776.0,Pengembangan
OILS,Indo Oil Perkasa Tbk.,2021-09-06T00:00:00,454056563.0,Pengembangan
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29T00:00:00,1166666700.0,Pengembangan
PGUN,Pradiksi Gunatama Tbk.,2020-07-07T00:00:00,5737848882.0,Pemantauan Khusus
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18T00:00:00,2588300000.0,Pengembangan
PNGO,Pinago Utama Tbk.,2020-08-31T00:00:00,781250000.0,Pengembangan
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18T00:00:00,1440000000.0,Pengembangan
PSGO,Palma Serasih Tbk.,2019-11-25T00:00:00,18850000000.0,Utama
PTPS,Pulau Subur Tbk.,2023-10-09T00:00:00,2167510560.0,Pengembangan
RANC,Supra Boga Lestari Tbk.,2012-06-07T00:00:00,1564487500.0,Pengembangan
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28T00:00:00,6186488888.0,Pengembangan
SDPC,Millennium Pharmacon Internati,1990-05-07T00:00:00,1274000000.0,Pengembangan
SGRO,Sampoerna Agro Tbk.,2007-06-18T00:00:00,1818622000.0,Utama
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09T00:00:00,15816310000.0,Utama
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27T00:00:00,1839102056.0,Pengembangan
SKBM,Sekar Bumi Tbk.,2012-09-28T00:00:00,1730103217.0,Pemantauan Khusus
SKLT,Sekar Laut Tbk.,1993-09-08T00:00:00,6907405000.0,Pengembangan
SMAR,Smart Tbk.,1992-11-20T00:00:00,2872193366.0,Pengembangan
SOUL,Mitra Tirta Buwana Tbk.,2023-01-06T00:00:00,1082526223.0,Akselerasi
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12T00:00:00,9525000000.0,Utama
STAA,Sumber Tani Agung Resources Tb,2022-03-10T00:00:00,10903372600.0,Utama
STRK,Lovina Beach Brewery Tbk.,2023-10-10T00:00:00,10721755195.0,Pengembangan
STTP,Siantar Top Tbk.,1996-12-16T00:00:00,1310000000.0,Pengembangan
TAPG,Triputra Agro Persada Tbk.,2021-04-12T00:00:00,19852540000.0,Utama
TAYS,Jaya Swarasa Agung Tbk.,2021-12-06T00:00:00,1098920000.0,Pengembangan
TBLA,Tunas Baru Lampung Tbk.,2000-02-14T00:00:00,6025373372.0,Utama
TCID,Mandom Indonesia Tbk.,1993-09-30T00:00:00,402133334.0,Pengembangan
TGKA,Tigaraksa Satria Tbk.,1990-06-11T00:00:00,918492750.0,Pengembangan
TGUK,Platinum Wahab Nusantara Tbk.,2023-07-10T00:00:00,3571451815.0,Pengembangan
TLDN,Teladan Prima Agro Tbk.,2022-04-12T00:00:00,12946530200.0,Pengembangan
TRGU,Cerestar Indonesia Tbk.,2022-07-08T00:00:00,7945412700.0,Utama
UCID,Uni-Charm Indonesia Tbk.,2019-12-20T00:00:00,4156572300.0,Utama
UDNG,Agro Bahari Nusantara Tbk.,2023-10-31T00:00:00,1750023821.0,Akselerasi
ULTJ,Ultrajaya Milk Industry & Trad,1990-07-02T00:00:00,11553528000.0,Utama
UNSP,Bakrie Sumatera Plantations Tb,1990-03-06T00:00:00,2500162344.0,Pemantauan Khusus
UNVR,Unilever Indonesia Tbk.,1982-01-11T00:00:00,38150000000.0,Utama
VICI,Victoria Care Indonesia Tbk.,2020-12-17T00:00:00,6708000000.0,Utama
WAPO,Wahana Pronatural Tbk.,2001-06-22T00:00:00,1240923111.0,Pengembangan
WICO,Wicaksana Overseas Internation,1994-08-08T00:00:00,2393710348.0,Pemantauan Khusus
WIIM,Wismilak Inti Makmur Tbk.,2012-12-18T00:00:00,2099873760.0,Utama
WINE,Hatten Bali Tbk.,2023-01-10T00:00:00,2710000000.0,Pengembangan
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06T00:00:00,29419000000.0,Pemantauan Khusus
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02T00:00:00,12941176500.0,Pemantauan Khusus
