code,name,listingDate,shares,listingBoard
SMMT,Golden Eagle Energy Tbk.,1997-12-01T00:00:00,3150000000.0,Pengembangan
SMRU,SMR Utama Tbk.,2011-10-10T00:00:00,12499385782.0,Pemantauan Khusus
SOCI,Soechi Lines Tbk.,2014-12-03T00:00:00,7059000000.0,Utama
SUGI,Sugih Energy Tbk.,2002-06-19T00:00:00,24811541414.0,Pemantauan Khusus
SUNI,Sunindo Pratama Tbk.,2023-01-09T00:00:00,2500000000.0,Utama
SURE,Super Energy Tbk.,2018-10-05T00:00:00,1497576771.0,Pengembangan
TAMU,Pelayaran Tamarin Samudra Tbk.,2017-05-10T00:00:00,37500000000.0,Pemantauan Khusus
TCPI,Transcoal Pacific Tbk.,2018-07-06T00:00:00,5000000000.0,Pengembangan
TEBE,Dana Brata Luhur Tbk.,2019-11-18T00:00:00,1285000000.0,Utama
TOBA,TBS Energi Utama Tbk.,2012-07-06T00:00:00,8167826970.0,Utama
TPMA,Trans Power Marine Tbk.,2013-02-20T00:00:00,3507420034.0,Utama
TRAM,Trada Alam Minera Tbk.,2008-09-10T00:00:00,49643627934.0,Pemantauan Khusus
UNIQ,Ulima Nitra Tbk.,2021-03-08T00:00:00,3138983000.0,Utama
WINS,Wintermar Offshore Marine Tbk.,2010-11-29T00:00:00,4364837057.0,Utama
WOWS,Ginting Jaya Energi Tbk.,2019-11-08T00:00:00,2475720000.0,Pemantauan Khusus
