code,name,listingDate,shares,listingBoard
FMII,Fortune Mate Indonesia Tbk,2000-06-30T00:00:00,6400000000.0,Pengembangan
FORZ,Forza Land Indonesia Tbk.,2017-04-28T00:00:00,1984009887.0,Pemantauan Khusus
GAMA,Aksara Global Development Tbk.,2012-07-11T00:00:00,10011027656.0,Pemantauan Khusus
GMTD,Gowa Makassar Tourism Developm,2000-12-11T00:00:00,1015380000.0,Pengembangan
GPRA,Perdana Gapuraprima Tbk.,2007-10-10T00:00:00,4276655336.0,Pengembangan
GRIA,Ingria Pratama Capitalindo Tbk,2023-08-08T00:00:00,7375720674.0,Pengembangan
HBAT,Minahasa Membangun Hebat Tbk.,2023-08-07T00:00:00,1040740800.0,Akselerasi
HOMI,Grand House Mulia Tbk.,2020-09-10T00:00:00,1575000000.0,Pengembangan
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13T00:00:00,4382844253.0,Pengembangan
INPP,Indonesian Paradise Property T,2004-01-12T00:00:00,11181971732.0,Pengembangan
IPAC,Era Graharealty Tbk.,2021-06-30T00:00:00,949868500.0,Akselerasi
JRPT,Jaya Real Property Tbk.,1994-06-29T00:00:00,13750000000.0,Pengembangan
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08T00:00:00,7150002603.0,Pemantauan Khusus
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10T00:00:00,20824888369.0,Utama
KOCI,Kokoh Exa Nusantara Tbk.,2023-10-07T00:00:00,4415590000.0,Pengembangan
LAND,Trimitra Propertindo Tbk.,2018-08-23T00:00:00,2792620000.0,Pemantauan Khusus
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13T00:00:00,5630000914.0,Pemantauan Khusus
LPCK,Lippo Cikarang Tbk,1997-07-24T00:00:00,2679600000.0,Utama
LPKR,Lippo Karawaci Tbk.,1996-06-28T00:00:00,70898018369.0,Utama
LPLI,Star Pacific Tbk,1989-10-23T00:00:00,1170432803.0,Pengembangan
MDLN,Modernland Realty Tbk.,1993-01-18T00:00:00,12533067322.0,Utama
MKPI,Metropolitan Kentjana Tbk.,2009-07-10T00:00:00,948194000.0,Pengembangan
MMLP,Mega Manunggal Property Tbk.,2015-06-12T00:00:00,6889134608.0,Utama
MPRO,Maha Properti Indonesia Tbk.,2018-10-09T00:00:00,9942500000.0,Pengembangan
MSIE,Multisarana Intan Eduka Tbk.,2023-08-10T00:00:00,1460006651.0,Akselerasi
MTLA,Metropolitan Land Tbk.,2011-06-20T00:00:00,7655126330.0,Utama
MTSM,Metro Realty Tbk.,1992-01-08T00:00:00,232848000.0,Pemantauan Khusus
MYRX,Hanson International Tbk.,1990-10-31T00:00:00,86703220792.0,Pemantauan Khusus
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07T00:00:00,11004929322.0,Pemantauan Khusus
NIRO,City Retail Developments Tbk.,2012-09-13T00:00:00,22198871804.0,Pengembangan
NZIA,Nusantara Almazia Tbk.,2019-09-25T00:00:00,2197540705.0,Pengembangan
OMRE,Indonesia Prima Property Tbk,1994-08-22T00:00:00,2945211000.0,Pemantauan Khusus
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05T00:00:00,3125000000.0,Pengembangan
PANI,Pantai Indah Kapuk Dua Tbk.,2018-09-18T00:00:00,15627150000.0,Pengembangan
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15T00:00:00,3550000000.0,Pemantauan Khusus
POLI,Pollux Hotels Group Tbk.,2019-01-10T00:00:00,2010526400.0,Pengembangan
POLL,Pollux Properties Indonesia Tb,2018-07-11T00:00:00,8318823600.0,Pengembangan
POSA,Bliss Properti Indonesia Tbk.,2019-05-10T00:00:00,8388870206.0,Pemantauan Khusus
PPRO,PP Properti Tbk.,2015-05-19T00:00:00,61675671883.0,Pemantauan Khusus
PUDP,Pudjiadi Prestige Tbk.,1994-11-18T00:00:00,659120000.0,Utama
PURI,Puri Global Sukses Tbk.,2020-09-08T00:00:00,1000000000.0,Pengembangan
PWON,Pakuwon Jati Tbk.,1989-10-09T00:00:00,48159602400.0,Utama
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19T00:00:00,2656212826.0,Pemantauan Khusus
RDTX,Roda Vivatex Tbk,1990-05-14T00:00:00,268800000.0,Pengembangan
REAL,Repower Asia Indonesia Tbk.,2019-12-06T00:00:00,6633610151.0,Pemantauan Khusus
RELF,Graha Mitra Asia Tbk.,2023-06-22T00:00:00,5727832195.0,Akselerasi
RIMO,Rimo International Lestari Tbk,2000-11-10T00:00:00,45080600000.0,Pemantauan Khusus
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09T00:00:00,10945000000.0,Pengembangan
ROCK,Rockfields Properti Indonesia ,2020-09-10T00:00:00,1435185100.0,Pemantauan Khusus
RODA,Pikko Land Development Tbk.,2001-10-22T00:00:00,13592128209.0,Pemantauan Khusus
SAGE,Saptausaha Gemilangindah Tbk.,2023-03-08T00:00:00,8033266761.0,Pemantauan Khusus
SATU,Kota Satu Properti Tbk.,2018-11-05T00:00:00,1375000000.0,Pengembangan
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12T00:00:00,4772138237.0,Pengembangan
SMRA,Summarecon Agung Tbk.,1990-05-07T00:00:00,16508568358.0,Utama
TARA,Agung Semesta Sejahtera Tbk.,2014-07-11T00:00:00,10069645750.0,Pemantauan Khusus
TRIN,Perintis Triniti Properti Tbk.,2020-01-15T00:00:00,4551457326.0,Pengembangan
TRUE,Triniti Dinamik Tbk.,2021-06-10T00:00:00,7571107860.0,Pemantauan Khusus
UANG,Pakuan Tbk.,2020-07-06T00:00:00,1210000000.0,Pengembangan
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10T00:00:00,3232122640.0,Pengembangan
VAST,Vastland Indonesia Tbk.,2023-02-08T00:00:00,3055710564.0,Pengembangan
WINR,Winner Nusantara Jaya Tbk.,2022-04-25T00:00:00,5235289601.0,Pemantauan Khusus
